name,current_price,market_cap,market_cap_rank,total_volume,circulating_supply,total_supply,max_supply,ath,atl,last_updated
Celsius Network,0.140841,5030074,2070,331947.0,35719125.9003,35719125.9003,,8.05,0.02620268,2025-02-15T10:27:14.546Z
PYTHIA,0.0050294,5029320,2076,2030103.0,999983327.900727,999983327.900727,1000000000.0,0.04962512,0.00463102,2025-02-15T10:26:01.874Z
SuiAI,0.00502738,5027378,2066,1463141.0,1000000000.0,1000000000.0,1000000000.0,0.065232,0.00052522,2025-02-15T10:26:21.987Z
Aimonica Brands,0.00502479,5023832,2068,3518605.0,999956603.854798,999956603.854798,999995580.92,0.091561,0.00258157,2025-02-15T10:27:24.849Z
Mistery,1.194e-05,5023423,2069,14358.81,420690271888.0,420690271888.0,420690271888.0,8.562e-05,4.10596e-07,2025-02-15T10:24:10.556Z
AthenaDAO,0.575192,5022538,2071,14008.24,8735790.923480127,30000000.0,100000000.0,2.77,0.325953,2025-02-15T10:26:24.008Z
Resistance Dog,0.050203,5018225,2072,1349414.0,100000000.0,100000000.0,100000000.0,1.38,0.00691362,2025-02-15T10:26:32.886Z
Diment Dollar,0.999666,4998330,2074,5.0,5000000.0,5000000.0,,1.038,0.28524,2025-01-30T14:12:49.949Z
Slothana,0.00269671,4997534,2073,563118.0,1854759155.043851,1854759155.043851,2000000000.0,0.04078933,0.0024399,2025-02-15T10:26:48.966Z
Badmad Robots,0.006928,4980092,2075,29540.0,719299800.6825,2750000000.0,2750000000.0,0.111482,0.00040351,2025-02-15T10:26:06.567Z
Heurist,0.04492636,4960955,2077,217175.0,110485716.0,1000000000.0,1000000000.0,0.461144,0.04441512,2025-02-15T10:27:23.667Z
Smoking Chicken Fish,0.00496407,4958089,2078,1215564.0,999854806.02461,999854806.02461,999946255.0,0.145357,0.00444761,2025-02-15T10:27:18.478Z
JPEG'd (OLD),7.134e-05,4952315,2079,55280.0,69420000000.0,69420000000.0,69420000000.0,0.00715773,2.697e-05,2025-02-15T10:21:09.408Z
Swash,0.00497329,4950851,2080,154446.0,995582309.239138,1000000000.0,,0.95025,0.00459844,2025-02-15T10:27:02.277Z
Symbiosis,0.075953,4948687,2081,558386.0,65321769.05678775,99741144.99302,100000000.0,5.59,0.055617,2025-02-15T10:26:52.753Z
Youves YOU Governance,1.22,4941624,2082,1.79,4068750.025693343,4068750.025693343,4680000.0,6.2,0.00299785,2025-01-21T23:01:19.638Z
TRUF.Network,0.01858795,4937692,2083,106483.0,265733332.0,1000000000.0,1000000000.0,0.906597,0.01815299,2025-02-15T10:27:13.242Z
HUSD,0.02626401,4932827,2084,1.42,187817004.8973786,187817004.8973786,,1.25,0.01822305,2025-02-15T10:22:07.952Z
Epik Prime,0.0040263,4932425,2085,264344.0,1224673076.0,2000000000.0,2000000000.0,0.865706,0.00327249,2025-02-15T10:26:56.726Z
smol pep,0.00490549,4913349,2086,4747413.0,999975580.04389,999975580.04389,1000000000.0,0.01155794,0.00241289,2025-02-15T10:26:38.943Z
Afreum,0.00086945,4912356,2087,23659.0,5649984783.93462,7999770545.059552,7999770545.059552,0.00192839,7.364e-05,2025-02-15T10:13:30.275Z
Presearch,0.00830958,4910667,2088,86358.0,590000000.0,800000000.0,1000000000.0,0.814159,0.0005018,2025-02-15T10:26:53.819Z
Nyan Heroes,0.03348856,4899247,2089,2431602.0,146350109.0,1000000000.0,1000000000.0,0.457078,0.03223759,2025-02-15T10:27:04.597Z
ZBIT•BLUE•BITCOIN,0.23297,4892377,2090,1621.82,21000000.0,21000000.0,21000000.0,5.92,0.01815978,2025-02-15T10:19:10.195Z
DappRadar,0.00380278,4888571,2091,203340.0,1285418178.789693,10000000000.0,10000000000.0,0.057067,0.00328797,2025-02-15T10:27:24.877Z
Snake,0.058529,4888139,2092,66951.0,83459722.1341008,83459722.1341008,1001001001.0,0.592266,0.04820968,2025-02-15T10:27:16.688Z
GOOFY,0.00697372,4881346,2093,10665.39,699988083.724361,699988065.724401,1000000000.0,0.01106603,0.00144353,2025-02-15T10:24:54.130Z
Poolz Finance,0.947307,4876605,2094,463610.0,5145752.262,5500000.0,5500000.0,7.18,0.919263,2025-02-15T10:26:08.754Z
BitBoard,0.00090931,4872612,2095,205175.0,5358666665.0,8100000000.0,8100000000.0,0.064811,0.00020041,2025-02-15T10:27:23.595Z
Beets,0.03332497,4870068,2096,3339.12,146138714.094622,243555253.0,,0.067936,0.0231898,2025-02-15T10:23:38.965Z
Lumerin,0.00766983,4840770,2097,27320.0,632542485.8069749,1000000000.0,1000000000.0,0.433274,0.0025977,2025-02-15T10:27:06.066Z
Bear In Bathrobe,0.00482508,4825076,2107,107308.0,999998923.668571,999998923.668571,1000000000.0,0.01857096,0.00352326,2025-02-15T10:23:09.452Z
STFX,0.00742389,4823343,2099,55927.0,650000000.0,888537333.5269281,1000000000.0,0.088764,0.00231824,2025-02-15T10:27:25.694Z
RAI Finance,0.00950307,4817769,2100,475419.0,507181250.0,1000000000.0,1000000000.0,2.86,0.00787269,2025-02-15T10:26:50.067Z
Push Protocol,0.053476,4816389,2101,1237421.0,90236482.0,100000000.0,100000000.0,8.73,0.052038,2025-02-15T10:26:50.471Z
Camel Dad,0.00061264,4815377,2109,8072.58,7859995678.267019,7859995678.267019,7859995895.0,0.00154998,0.00058412,2025-02-15T10:25:06.935Z
PoolTogether,0.671168,4812888,2103,13755.88,7172285.976874333,10000000.0,10000000.0,53.98,0.172745,2025-02-15T10:26:45.778Z
IRISnet,0.00295547,4812018,2102,46297.0,1628173324.562294,1993957077.0,,0.299467,0.00194966,2025-02-15T10:26:44.008Z
BABB,6.064e-05,4811335,2098,67910.0,79500000000.0,80000000000.0,100000000000.0,0.00295988,6.048e-08,2025-02-15T10:26:42.888Z
BIDZ Coin,0.00163087,4809720,2106,47062.0,2950000000.0,13850000000.0,15000000000.0,0.096685,0.00010559,2025-02-15T10:26:03.435Z
Hermetica USDh,0.998447,4808301,2105,70459.0,4815778.45,4815778.45,,1.21,0.337325,2025-02-15T10:22:43.031Z
Native,4.854e-05,4806267,2104,57526.0,99011785008.2872,99999999999.99998,100000000000.0,0.00019489,2.051e-05,2025-02-15T10:25:34.439Z
Data Lake,0.00328182,4798407,2110,17163.47,1470707980.1017,2500000000.0,7500000000.0,0.04781821,0.00104157,2025-02-15T10:27:25.403Z
MANDY COIN,0.00479394,4796015,2111,490066.0,999897295.5714521,999897295.5714521,999950475.0,0.00566565,0.00080899,2025-02-15T10:25:43.824Z
lou,0.0047951,4792956,2108,2269099.0,999949212.113972,999949212.113972,1000000000.0,0.00779303,0.00056998,2025-02-15T10:27:01.239Z
Lynk Coin,0.02049748,4786040,2112,283209.0,233531496.399903,999960067.828473,1000000000.0,0.069168,0.01117982,2025-02-15T10:25:06.740Z
LogX Network,0.02656018,4768407,2113,366164.0,180000000.0,1000000000.0,1000000000.0,0.0929,0.02540435,2025-02-15T10:27:11.646Z
Andy,0.00475893,4760556,2114,53734.0,1000000000.0,1000000000.0,1000000000.0,0.04575116,0.00161819,2025-02-15T10:27:18.262Z
Ispolink,0.00056851,4758281,2115,435718.0,8375636120.834594,9393446325.27995,10000000000.0,0.01830029,0.00036921,2025-02-15T10:26:35.448Z
Open Custody Protocol,0.00675284,4748105,2116,5435397.0,703364449.7113354,1293853674.01,2000000000.0,9.81,0.00489125,2025-02-15T10:27:00.517Z
Pundu,0.00476209,4742541,2117,1825041.0,995894421.1184597,995894421.1184597,999970000.0,0.02009279,0.00440407,2025-02-15T10:27:00.360Z
Permission Coin,0.00021489,4737128,2118,1834.66,22044569095.253773,100418628045.7463,,0.00845153,5.915e-05,2025-02-15T10:25:15.723Z
Dickbutt,4.736e-05,4735751,2119,68741.0,100000000000.0,100000000000.0,100000000000.0,0.00030589,3.219e-05,2025-02-15T10:25:33.724Z
Netvrk,0.04736538,4729658,2120,355768.0,100000000.0,100000000.0,100000000.0,7.33,0.01627825,2025-02-15T10:27:11.094Z
Nectar,1.001,4720052,2121,30078.0,4717559.53766,4717559.53766,,1.035,0.952191,2025-02-15T10:23:09.734Z
HAPI,6.44,4717484,2122,398048.0,732232.6788127362,750779.206667669,1000000.0,200.39,5.65,2025-02-15T10:26:45.578Z
SIGMA,5.928e-05,4711901,2123,14660.36,79486868363.0,79486868363.0,100000000000.0,8.186e-05,5.285e-05,2025-02-15T10:23:43.359Z
Solnic,0.00501285,4711431,2124,30496.0,939870890.455469,939870890.455469,944873320.0,0.01108836,0.00342182,2025-02-15T10:24:40.865Z
Verse,0.00015954,4708435,2126,29040.0,29523285672.0,194392307111.0,210000000000.0,0.00779169,0.00011893,2025-02-15T10:27:09.919Z
Ledger AI,0.00216901,4708182,2125,84017.0,2152923343.599149,3141592654.0,3141592654.0,0.00747007,0.00175524,2025-02-15T10:27:08.726Z
Waffles,0.00471212,4703280,2127,333825.0,998124366.070697,998124366.070697,1000000000.0,0.0425847,0.00134835,2025-02-15T10:26:05.787Z
Nostra,0.04701339,4699725,2130,50129.0,100000000.0,100000000.0,100000000.0,0.220377,0.04211664,2025-02-15T10:27:21.918Z
23 Turtles,0.00469834,4698318,2129,209358.0,999994789.780743,999994789.780743,1000000000.0,0.00587406,0.0044784,2025-02-15T10:23:10.063Z
AgentTank,0.00469963,4697296,2128,2676926.0,999968975.808866,999968975.808866,999993658.47,0.04527386,0.00171197,2025-02-15T10:27:12.934Z
Rain Coin,4.68,4680303,2135,59588.0,1000000.0,1000000.0,1000000.0,18.02,0.832767,2025-02-15T10:26:13.826Z
Big Tony,4.676e-05,4675799,2131,136959.0,99999999999.99998,99999999999.99998,100000000000.0,8.719e-05,3.449e-05,2025-02-15T10:27:21.697Z
VitaRNA,2.06,4670433,2132,955.72,2271450.1075551203,5000000.0,5000000.0,7.46,0.525027,2025-02-14T21:34:29.424Z
Hera Finance,1.1,4667180,2133,52931.0,4238000.0,10000000.0,10000000.0,10.45,0.150886,2025-02-15T10:25:42.076Z
Fei USD,1.001,4666522,2134,3674.3,4712876.359050772,4971095.432901019,4971095.432901019,5.55,0.15544,2025-02-15T10:26:46.612Z
Grin,0.02436799,4665023,2143,8152.14,191440620.0,191440620.0,,25.09,0.01533132,2025-02-15T10:26:43.058Z
AstroPepeX,7.151e-05,4646474,2136,144847.0,65000000000.0,65000000000.0,65000000000.0,0.00036731,9.31e-06,2025-02-15T10:25:39.336Z
Argo,0.00463952,4639500,2137,11577.65,999996551.556409,999996551.556409,1000000000.0,0.01116459,0.00445028,2025-02-15T10:23:07.492Z
GAM3S.GG,0.01337036,4637565,2140,347947.0,347505703.5153408,1000000000.0,1000000000.0,0.260798,0.01248528,2025-02-15T10:27:12.271Z
Satori Network,15.25,4637504,2138,7317.43,304107.91553131,350000.0,4086709.0,103.8,13.24,2025-02-15T10:25:34.700Z
Aladdin DAO,0.03095077,4636922,2139,3956.46,149831946.77943757,149991806.3910929,150000000.0,1.37,0.0195968,2025-02-15T10:27:04.304Z
Skeb,0.00053945,4627815,2141,9.06,8580800000.0,9979886009.0,10000000000.0,0.01238736,6.53e-05,2025-02-15T10:26:06.501Z
Media Network,18.48,4620883,2142,37911.0,250000.0,869343.0,10000000.0,312.25,0.135377,2025-02-15T10:27:22.361Z
eBTC,97494.0,4618263,2144,182129.0,47.36949261782449,47.36949261782449,,108264.0,51866.0,2025-02-15T10:23:33.832Z
Bitrock,0.04598098,4613926,2146,591126.0,100000000.0,100000000.0,100000000.0,0.314314,0.00273803,2025-02-15T10:27:08.404Z
Avant Staked USD,1.014,4608101,2145,189593.0,4542028.099343863,4542028.099343863,,1.018,0.937701,2025-02-15T10:26:53.634Z
Nile,1.022,4601925,2147,68947.0,4504218.480505239,13731212.39734253,,2.45,0.098307,2025-02-15T10:26:23.533Z
Limocoin Swap,0.00390799,4599422,2148,68201.0,1177124373.462795,1643055931.3224,1650000000.0,7.97,0.00019986,2025-02-15T10:25:00.072Z
Regen,0.03098826,4595461,2149,1373.56,148354422.875587,148354422.875587,,5.07,0.00576076,2025-02-15T10:26:57.506Z
Utility Web3Shot,0.185927,4592506,2150,6084.33,24700600.0,10000000000.0,10000000000.0,1.26,0.02451666,2025-02-15T10:23:46.428Z
MOEW,0.00067707,4579252,2151,2203417.0,6763334282.787012,6763334282.787012,10000000000.0,0.00476414,0.00033024,2025-02-15T10:27:10.905Z
BitBonk,1.524e-05,4572869,2152,231.94,300000000000.0,700000000000.0,1000000000000.0,7.358e-05,6.36e-06,2025-02-15T10:23:12.455Z
QVRS,0.076092,4565542,2153,172.96,60000000.0,100000000.0,100000000.0,0.112171,0.053056,2025-02-15T10:25:33.523Z
Lybra,0.058164,4561572,2161,523104.0,78392871.0,82141065.67038332,100000000.0,4.48,0.04172629,2025-02-15T10:27:09.056Z
High Yield USD (Base),1.077,4557964,2155,7629.36,4232676.847810418,4232676.847810418,,1.18,0.984413,2025-02-15T10:26:28.222Z
Vai,0.999298,4555931,2156,359672.0,4559556.45347178,4559556.45347178,4559556.45347178,4.76,0.579175,2025-02-15T10:26:19.559Z
Humanode,0.050585,4551728,2157,615583.0,90116625.65322404,400000000.0,400000000.0,0.529442,0.01585662,2025-02-15T10:27:08.677Z
Zenrock,0.035235,4547830,2158,107125.0,129122077.0,1000000000.0,1000000000.0,0.108985,0.02731958,2025-02-15T10:26:37.663Z
HMX,1.25,4545735,2159,20088.0,3642117.322465905,10000000.0,10000000.0,19.87,0.792553,2025-02-15T10:27:17.082Z
DeFi,0.01359686,4541228,2154,816874.0,334037725.3793,1000000000.0,1000000000.0,1.013,0.0135225,2025-02-15T10:26:30.703Z
Ouroboros,0.070837,4538208,2162,85211.0,64065879.33755013,64065879.33755013,,0.975958,0.01667629,2025-02-15T10:23:31.283Z
Apeiron,0.03769983,4534941,2160,1607729.0,120258057.68590295,1000000000.0,1000000000.0,1.89,0.03593367,2025-02-15T10:27:10.971Z
Ref Finance,0.124151,4533691,2163,83186.0,36522228.0477155,100000000.0,,10.64,0.04798169,2025-02-15T10:27:14.764Z
Upland,0.02509944,4525179,2164,2059373.0,183711522.63,1000000000.0,1000000000.0,0.14815,0.02175219,2025-02-15T10:27:11.978Z
STAT,0.070199,4518586,2166,107473.0,64418327.76470599,96918327.76470599,100000000.0,2.95,0.054588,2025-02-15T10:27:16.811Z
Thruster,0.03859326,4504169,2167,12039.93,116610360.0,500000000.0,500000000.0,0.222124,0.03283556,2025-02-15T10:27:22.795Z
Frodo the Virtual Samurai,0.00089776,4488790,2165,259682.0,5000000000.0,5000000000.0,5000000000.0,0.00852264,0.00058039,2025-02-15T10:25:28.038Z
1000x by Virtuals,0.00451097,4476550,2168,68641.0,992369486.5234118,992369486.5234118,992369486.5234116,0.01398289,0.0020903,2025-02-15T10:25:31.212Z
Levana,0.00623608,4466248,2169,727856.0,717265393.67085,1000000000.0,1000000000.0,0.894668,0.00442185,2025-02-15T10:26:56.833Z
Validity,0.844593,4461120,2172,235782.0,5284094.31781723,9000000.0,,19.02,0.00783037,2025-02-15T10:26:44.147Z
Utility Cjournal,15.64,4458366,2170,32983.0,272250.0,1000000000.0,1000000000.0,44.74,0.199953,2025-02-15T10:26:47.677Z
Kaspy,1.347e-05,4457626,2171,50478.0,330939237394.0,330939237394.0,333333333333.0,9.635e-05,1.155e-05,2025-02-15T10:26:30.323Z
PLEARN,0.04923409,4451593,2173,62223.0,90416897.53717744,343969593.2933345,700000000.0,0.577418,0.00704379,2025-02-15T10:22:47.081Z
Seraph by Virtuals,0.00444492,4442917,2174,9662.39,999550515.6162387,999550515.6162387,1000000000.0,0.03859149,0.00309929,2025-02-15T10:21:25.258Z
Arkadiko,0.058342,4434978,2175,983.08,76028332.629172,100000000.0,100000000.0,1.19,0.0006,2025-02-15T10:24:36.617Z
nomAI,0.00443441,4433798,2176,14816.5,999861673.3074461,999861673.3074461,999861673.0,0.03360627,0.00329872,2025-02-15T10:00:23.542Z
DEPIN,0.00459879,4430776,2177,105217.0,963466278.88,1030461788.19,1199858600.79,0.02965616,0.00404279,2025-02-15T10:22:37.700Z
SavePlanetEarth,0.00751376,4420997,2178,35747.0,589507929.8179382,589507929.8179382,1000000000.0,0.14091,0.00298054,2025-02-15T10:26:55.078Z
Everdome,0.00015896,4419093,2179,445943.0,27757125283.0,100000000000.0,100000000000.0,0.094188,0.00014272,2025-02-15T10:27:14.669Z
Mizar,0.00062734,4403263,2180,1594.64,7021329365.0,10000000000.0,10000000000.0,0.00469675,0.00011007,2025-02-15T10:26:18.269Z
Doge Eat Doge,1.4197e-08,4401053,2192,78691.0,309999999148876.0,1000000000000000.0,1000000000000000.0,2.7233e-07,3.92248e-10,2025-02-15T10:24:14.817Z
SHUI CFX,0.130655,4400950,2181,13.17,33683711.49562781,33683711.49562781,,0.549073,0.110269,2025-02-15T10:26:16.617Z
Audit,0.04398746,4398746,2189,1.2,100000000.0,100000000.0,100000000.0,0.082311,0.03152874,2025-02-15T10:26:29.539Z
SocialGood,0.192393,4395869,2184,913301.0,22853216.79322289,27125752.73,,8.71,0.00946215,2025-02-15T10:26:54.693Z
FARCANA,0.00353617,4394590,2183,329363.0,1244345951.9056654,5000000000.0,5000000000.0,0.215105,0.00351537,2025-02-15T10:27:20.025Z
TITAN,0.166466,4392723,2185,10564.27,26400000.0,40000000.0,40000000.0,0.269924,0.064133,2025-02-15T10:26:20.609Z
Eigenpie,1.81,4391870,2186,2597655.0,2426603.7170479954,10000000.0,10000000.0,9.68,1.64,2025-02-15T10:27:12.200Z
Renzo Restaked EIGEN,1.61,4389979,2187,138.45,2694840.86391793,2694840.86391793,,5.56,1.52,2025-02-15T10:26:53.829Z
SelfKey,0.00073582,4386643,2188,633947.0,5999999954.0,5999999954.0,,0.04331005,0.00054507,2025-02-15T10:27:06.768Z
draiftking,0.208826,4385337,2190,144157.0,21000000.0,21000000.0,21000000.0,1.36,0.160643,2025-02-15T10:26:41.655Z
Credefi,0.00585453,4382777,2191,161732.0,748573880.0,948573880.0,948573880.0,0.317732,0.00083536,2025-02-15T10:26:31.055Z
GemHUB,0.02593567,4379624,2193,195909.0,168864880.0,1200000000.0,1200000000.0,0.231553,0.00320037,2025-02-15T10:24:30.346Z
Crypto Asset Governance Alliance,7.007e-05,4373065,2195,246378.0,62435096382.07018,99999999999.99998,100000000000.0,0.00212017,8.18e-06,2025-02-15T10:27:09.625Z
Moontax,0.04369405,4369405,2196,16410.23,100000000.0,100000000.0,100000000.0,0.234991,0.02437875,2025-02-15T10:23:53.597Z
Napoli Fan Token,1.053,4368227,2197,5178531.0,4114562.0,9995000.0,9995000.0,9.59,0.843352,2025-02-15T10:26:45.109Z
Smart Valor,0.082338,4365103,2182,1232443.0,53014638.843706876,75000000.0,,8.48,0.068861,2025-02-15T10:26:05.736Z
PoSciDonDAO Token,1.33,4359615,2198,17934.67,3269314.6726576844,18910000.0,18910000.0,6.38,1.12,2025-02-15T10:25:33.798Z
Creo Engine,0.01086005,4354511,2194,1779779.0,400026900.0,788886705.6631284,1000000000.0,0.198477,0.00077278,2025-02-15T10:27:11.045Z
Wownero,0.04852719,4350231,2199,5308.08,89645216.2875411,89645216.2875411,184000000.0,2.08,0.00110858,2025-02-15T10:25:12.272Z
Nash,0.102613,4346679,2200,4889.61,42360129.0,50000000.0,,3.31,0.0,2025-02-15T10:15:37.533Z
Valinity,0.352344,4340996,2202,600.17,12322559.886757059,14167826.87802509,7000000000.0,0.93197,0.350679,2025-02-15T10:25:43.223Z
RUSSELL,0.00446929,4338249,2203,498589.0,970983462.9297343,970983462.9297343,1000000000.0,0.02529885,0.00158173,2025-02-15T10:26:53.736Z
BobaCat,0.00751276,4336241,2204,44425.0,577172773.2514561,577172773.2514561,1000000000.0,0.094373,0.0001743,2025-02-15T10:25:39.666Z
A3S,0.01798546,4318165,2205,2672884.0,240195062.5232677,299926062.5232677,1000000000.0,2.06,0.01797125,2025-02-15T10:27:10.656Z
Synesis One,0.00662847,4312768,2206,926625.0,650644272.0,999997605.17,1000000000.0,0.277745,0.00077693,2025-02-15T10:26:57.796Z
eUSD,0.964725,4306670,2207,25519.0,4464141.290654349,4464141.290654349,,1.89,0.738736,2025-02-14T20:00:55.724Z
Neighbourhoods,0.00046646,4300867,2208,54425.0,9220300325.09925,10000000000.0,30000000000.0,0.00209847,0.0001394,2025-02-15T10:23:29.929Z
Hydranet,0.02672972,4290907,2201,6560.35,160640931.0899568,300000000.0,300000000.0,0.17844,0.00629322,2025-02-15T10:25:24.806Z
Fjord Foundry,0.406335,4288599,2209,556863.0,10554347.448719969,87948977.20159268,100000000.0,2.91,0.223765,2025-02-15T10:26:31.333Z
Etherisc DIP,0.01115476,4275531,2210,891.43,383445510.60082114,1000000000.0,,0.460205,0.00226715,2025-02-15T10:27:24.902Z
Scotcoin,2.13,4267071,2211,15828.26,2000000.0,250000000.0,250000000.0,5.04,1.33,2025-02-15T10:26:42.791Z
GOGGLES,0.122721,4263099,2212,3209.13,34738105.6721948,34738105.6721948,100000000.0,0.876414,0.04006042,2025-02-15T10:22:44.200Z
ISKRA Token,0.01124364,4259846,2213,17768.65,378942958.99,996852899.71,1000000000.0,0.619073,0.01115996,2025-02-15T10:27:03.332Z
AlphaKEK.AI,0.0179111,4258540,2214,42160.0,238540122.96362296,238540122.96362296,256000000.0,0.059969,0.00190911,2025-02-15T10:26:54.742Z
Qumva Network,1.47e-05,4256299,2216,0.147001,289542373430.0,350000000000.0,350000000000.0,5.266e-05,1.3e-06,2025-01-28T23:56:47.585Z
Harambe AI,0.01089087,4254441,2217,63178.0,390770209.9105319,586500000.0,690000000.0,1.17,0.00880695,2025-02-15T10:24:38.805Z
Unibot,4.26,4252886,2215,1424367.0,1000000.0,1000000.0,1000000.0,236.98,2.46,2025-02-15T10:26:51.266Z
DTRXBT by Virtuals,0.00424683,4246188,2219,35377.0,999850000.0,1000000000.0,1000000000.0,0.01910059,0.00338989,2025-02-15T10:25:39.308Z
Morpho eUSD,1.014,4246173,2218,0.0,4191070.0,4191070.0,,1.031,0.993163,2025-02-15T10:25:03.903Z
hehe,0.00510279,4226229,2220,176966.0,840705209.97,840705209.97,1000000000.0,0.04613771,0.00185227,2025-02-15T10:27:18.745Z
HotKeySwap,0.04444896,4222651,2221,51249.0,95000000.0,95000000.0,100000000.0,0.581112,0.00660157,2025-02-15T10:23:33.385Z
QSTAR,0.00043767,4199929,2222,63084.0,9596124336.08618,10000000000.0,10000000000.0,0.00094186,5.075e-05,2025-02-15T10:25:40.617Z
Liquina,3.92,4187178,2223,91323.0,1068589.0,1068589.0,1200000.0,23.05,0.687829,2025-02-15T10:22:37.333Z
GYAT Coin,0.00417145,4182358,2224,3067669.0,999988613.0,999988613.0,999988613.0,0.02603769,0.00308794,2025-02-15T10:26:39.000Z
Witch Token,0.105265,4168067,2225,1273326.0,39600000.0,100000000.0,100000000.0,1.86,0.00889358,2025-02-15T10:24:47.626Z
XANA,0.00122594,4163671,2226,308309.0,3396535242.0,4925701908.0,5000000000.0,0.153902,0.00121146,2025-02-15T10:26:54.157Z
Bitcoin on Base,0.265953,4157343,2227,29869.0,15631855.325371057,15631855.325371057,21000000.0,0.977888,0.157508,2025-02-15T10:26:42.318Z
Roco Finance,0.04537932,4151134,2228,90838.0,91243811.30302446,99552583.0,100000000.0,6.32,0.02995048,2025-02-15T10:26:58.618Z
Singularry,0.00414025,4139797,2229,65279.0,999889962.373568,999889962.373568,999897536.93,0.00961286,0.00055719,2025-02-15T10:25:04.999Z
Bytom,0.00229544,4129665,2230,54941.0,1800654318.75,2100000000.0,,1.16,0.0022773,2025-02-15T10:26:41.565Z
Switch Token,0.00052247,4125963,2232,16193.23,7897061056.226237,50000000000.0,50000000000.0,0.00848273,1.181e-05,2025-02-15T10:23:37.362Z
Whale,0.00041093,4123996,2231,911740.0,10000000000.0,10000000000.0,10000000000.0,0.00139443,0.00036016,2025-02-15T10:27:06.630Z
GIZMO•IMAGINARY• KITTEN (Runes),0.00412258,4122580,2233,3461.72,1000000000.0,1000000000.0,1000000000.0,0.062911,0.00072132,2025-02-15T10:22:23.812Z
Gari Network,0.00633499,4119269,2234,193835.0,650348764.8043361,997400772.79,1000000000.0,0.982499,0.00565783,2025-02-15T10:26:48.705Z
CatSlap,0.00104308,4117173,2235,87365.0,3947128966.623448,7547128957.623448,9000000000.0,0.01007296,0.00092174,2025-02-15T10:24:25.996Z
BitKan,0.00075441,4112528,2236,105901.0,5452621227.431,10000000000.0,,0.02442838,0.0006575,2025-02-15T10:26:51.472Z
Arsenal Fan Token,0.658876,4104061,2238,1623110.0,6229414.0,40000000.0,40000000.0,8.13,0.598727,2025-02-15T10:27:01.711Z
POOH,9.757e-09,4103001,2237,1075446.0,420690000000000.0,420690000000000.0,420690000000000.0,1.95748e-07,1.562e-09,2025-02-15T10:26:56.869Z
Dayhub,0.00627652,4102898,2239,18276.32,653689513.722222,1000000000.0,1000000000.0,0.00758727,0.00554512,2025-02-15T10:23:40.008Z
AsMatch,0.227154,4092540,2262,9789.52,18022590.5885631,100000000.0,100000000.0,1.52,0.04427417,2025-02-15T10:26:55.354Z
Swan Chain,0.04002482,4091684,2240,155190.0,102251384.3074845,1000000000.0,1000000000.0,0.226052,0.0323782,2025-02-15T10:27:24.758Z
Token7007,0.04283207,4080925,2241,22694.0,95277325.33471249,112001800.0,112001800.0,0.103882,0.02643389,2025-01-13T17:00:58.807Z
Scratch,0.00040771,4074749,2242,295.28,10000000000.0,10000000000.0,10000000000.0,0.00053265,0.00025191,2025-02-15T10:27:09.512Z
Parrot USD,0.973229,4072867,2244,2.52,4184902.156879999,17173774.39,,10.76,5.61e-06,2025-02-15T04:32:06.035Z
Okratech,0.00466149,4068995,2245,488012.0,870742437.0,874000000.0,900000000.0,0.121426,0.00100283,2025-02-15T10:27:18.223Z
MagicCraft,0.00080793,4066616,2246,89128.0,5038275907.0,7199999993.0,10000000000.0,0.083847,0.00072716,2025-02-15T10:26:53.623Z
Osmosis allSOL,194.62,4066481,2247,953565.0,20898.289955932,20898.289955932,,294.08,127.49,2025-02-15T10:27:00.421Z
LiquidDriver,0.399287,4065090,2248,26228.0,10177134.544687469,10177134.544687469,,56.5,0.188221,2025-02-15T10:24:19.483Z
Stride Staked TIA,3.4,4063519,2243,7606.08,1194089.00462,1194089.00462,,20.73,4.78e-06,2025-02-15T10:27:00.407Z
Koi,0.00811516,4054942,2249,1472.52,500000000.0,1000000000.0,1000000000.0,0.091699,0.00774098,2025-02-15T10:26:33.374Z
Wisdomise AI,0.00891387,4054705,2250,2334447.0,455614341.354853,1000000000.0,1000000000.0,0.134712,0.00861687,2025-02-15T10:27:11.233Z
Minto,0.627219,4050661,2252,177720.0,6451236.221757991,14400000.0,,2.37,0.391186,2025-02-15T10:25:25.123Z
Bitcoin 2,0.224828,4036644,2253,1469.88,17954380.095,17954380.095,21000000.0,36.05,0.01109407,2025-02-15T10:25:52.261Z
Nolus,0.0083939,4027932,2254,140705.0,480089337.0,878297081.0,1000000000.0,0.103652,0.0082023,2025-02-15T10:27:00.410Z
All Will Retire,0.00417326,4025855,2251,271028.0,964678879.235696,999678879.235696,999999999.0,0.01505533,0.0003407,2025-02-15T10:23:01.264Z
Nibbles,2.832e-05,4020997,2255,149591.0,141999290176.9614,141999290176.9614,142000000000.0,9.228e-05,1.389e-05,2025-02-15T10:23:53.564Z
GensoKishi Metaverse,0.01005979,4018617,2256,669623.0,399737601.7159482,400000000.0,2000000000.0,1.66,0.00719201,2025-02-15T10:27:06.594Z
Nuritopia,0.00286444,4013549,2258,59307.0,1401676465.0,5000000000.0,5000000000.0,0.01740432,0.00168565,2025-02-15T10:26:08.586Z
HERBCOIN,0.04347578,4013250,2259,4008.56,92310030.0,100000000.0,,0.40991,0.03913936,2025-02-15T10:15:26.131Z
